experiment_id,case_id,category,difficulty,harness,adapter,model,requested_model_id,reported_model_id,skill_condition,repeat,synthetic,eligible_for_scoring,funnel,migration_success,tokens_in,cached_input_tokens,tokens_out,reasoning_output_tokens,tokens_total,cost_usd,cost_source,migration_wall_clock_s,e2e_elapsed_s,iterations,token_budget,token_budget_exceeded,session_id,result_path
codebuddy-deepseek-v4-pro-hard50-v1,attention,multi-kernel-pipelines,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,oob,0,False,True,pass,True,660734,,6539,,667273,0.0,provider_reported,115.36697349999304,126.8077157000007,44,500000,True,b7f0c2b7-da64-4a01-9281-b42acaaa4f8a,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/attention/codebuddy__deepseek-v4-pro__oob__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,attention,multi-kernel-pipelines,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,with-sycl-skill,0,False,True,pass,True,795488,,8383,,803871,0.0,provider_reported,137.4918758000058,148.90594299999793,60,500000,True,d9f44343-071d-482a-9b36-aedd8fefb599,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/attention/codebuddy__deepseek-v4-pro__with-sycl-skill__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,batchedGemm,linear-algebra,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,oob,0,False,True,pass,True,542340,,6674,,549014,0.0,provider_reported,117.30013550000149,128.56191399999807,39,500000,True,27ad63f3-ba32-4a12-8d96-0961da8194ff,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/batchedGemm/codebuddy__deepseek-v4-pro__oob__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,batchedGemm,linear-algebra,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,with-sycl-skill,0,False,True,pass,True,497386,,7521,,504907,0.0,provider_reported,121.57776279999962,132.5078840999995,42,500000,True,86bdf54d-fca1-4fb7-aa18-323bd666c3f0,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/batchedGemm/codebuddy__deepseek-v4-pro__with-sycl-skill__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,bnbAdam8bitMoments,simple-kernels,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,oob,0,False,True,wrong_output,False,607052,,7283,,614335,0.0,provider_reported,119.50612230000115,132.73116550000123,43,500000,True,fddbea45-8cc7-452a-9bed-2f8a355e609f,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/bnbAdam8bitMoments/codebuddy__deepseek-v4-pro__oob__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,bnbAdam8bitMoments,simple-kernels,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,with-sycl-skill,0,False,True,wrong_output,False,784236,,8285,,792521,0.0,provider_reported,150.74065419999533,163.07838600000105,62,500000,True,fede69fc-360d-476d-baf7-9cd2d016f9ee,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/bnbAdam8bitMoments/codebuddy__deepseek-v4-pro__with-sycl-skill__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,bnbInt8VectorQuant,reductions-scans,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,oob,0,False,True,wrong_output,False,571920,,5026,,576946,0.0,provider_reported,92.6369338000004,105.42024990000209,40,500000,True,120c2c75-31f1-4fd8-8092-5423d9e63fc2,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/bnbInt8VectorQuant/codebuddy__deepseek-v4-pro__oob__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,bnbInt8VectorQuant,reductions-scans,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,with-sycl-skill,0,False,True,wrong_output,False,886656,,10623,,897279,0.0,provider_reported,168.79778899999656,180.42972539999755,57,500000,True,0ed36023-e9fb-4e0d-ada2-9253131dcbde,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/bnbInt8VectorQuant/codebuddy__deepseek-v4-pro__with-sycl-skill__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,bnbStableEmbeddingGrad,graph-irregular,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,oob,0,False,True,pass,True,552418,,8714,,561132,0.0,provider_reported,147.7350321999984,158.99875639999664,39,500000,True,41c5f7d9-97f4-4386-87b5-12096858f124,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/bnbStableEmbeddingGrad/codebuddy__deepseek-v4-pro__oob__r0/migration.json
codebuddy-deepseek-v4-pro-hard50-v1,bnbStableEmbeddingGrad,graph-irregular,hard,codebuddy,claude_code,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,with-sycl-skill,0,False,True,pass,True,723674,,9890,,733564,0.0,provider_reported,150.67302709999785,161.24887750000198,54,500000,True,5d8a0c83-f780-40e9-a37f-0113209aa231,artifacts/stage2/codebuddy-deepseek-v4-pro-hard50-v1/bnbStableEmbeddingGrad/codebuddy__deepseek-v4-pro__with-sycl-skill__r0/migration.json
